thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
127,0,127,[0.09],[0.07],[1],[0],[0],[1.2301779939989501],['target'],127,0,127,0,217.4800558479983,,10,217.46375955799886,217.4800558479983,217.4800558479983,0.02767384699836839,218.69450239599973,[0.09],[0.07],[1],[0],[0],[1.2301779939989501],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
128,0,128,[0.4],[-0.44166666666666665],[1],[0],[0],[2.275493818000541],['target'],128,0,128,0,218.7375561330009,,10,218.72192565599835,218.7375561330009,218.7375561330009,0.027269988997431938,220.99792213199908,[0.4],[-0.44166666666666665],[1],[0],[0],[2.275493818000541],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
129,0,129,[-0.43166666666666664],[0.11833333333333333],[1],[0],[0],[1.6757475289996364],['target'],129,0,129,0,221.02376629100036,,5,221.01308413999868,221.02376629100036,221.02376629100036,0.015002874002675526,222.68933249399925,[-0.43166666666666664],[0.11833333333333333],[1],[0],[0],[1.6757475289996364],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
130,0,130,[0.016666666666666666],[0.16333333333333333],[1],[0],[0],[0.9913609160030319],['target'],130,0,130,0,222.71570742800031,,5,222.70436371599862,222.71570742800031,222.71570742800031,0.014903240000421647,223.696116436,[0.016666666666666666],[0.16333333333333333],[1],[0],[0],[0.9913609160030319],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
131,0,131,[-0.12666666666666668],[0.215],[1],[0],[0],[1.0032481579983141],['target'],131,0,131,0,223.73971200600135,,10,223.72434292699836,223.73971200600135,223.73971200600135,0.02810448600212112,224.72798651199992,[-0.12666666666666668],[0.215],[1],[0],[0],[1.0032481579983141],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
132,0,132,[0.2783333333333333],[-0.10666666666666667],[1],[0],[0],[1.456815576999361],['target'],132,0,132,0,224.77147525400142,,10,224.75563601999966,224.77147525400142,224.77147525400142,0.0274986539989186,226.21287993200167,[0.2783333333333333],[-0.10666666666666667],[1],[0],[0],[1.456815576999361],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
133,0,133,[0.09166666666666666],[0.4116666666666667],[1],[0],[0],[1.5914358160007396],['target'],133,0,133,0,226.2563721990009,,10,226.24101504400096,226.2563721990009,226.2563721990009,0.027978568999969866,227.83283554000081,[0.09166666666666666],[0.4116666666666667],[1],[0],[0],[1.5914358160007396],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
134,0,134,[0.30333333333333334],[-0.19333333333333333],[1],[0],[0],[2.023655281998799],['target'],134,0,134,0,227.8774339039992,,10,227.86151712900028,227.8774339039992,227.8774339039992,0.028539034999994328,229.8856347610017,[0.30333333333333334],[-0.19333333333333333],[1],[0],[0],[2.023655281998799],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
135,0,135,[0.45],[-0.06],[1],[0],[0],[1.697699948999798],['target'],135,0,135,0,229.92991822800104,,10,229.9145926409983,229.92991822800104,229.92991822800104,0.028778808999049943,231.612810644001,[0.45],[-0.06],[1],[0],[0],[1.697699948999798],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
136,0,136,[-0.4083333333333333],[0.3016666666666667],[1],[0],[0],[1.4622324800002389],['target'],136,0,136,0,231.6391876689995,,5,231.6282188160003,231.6391876689995,231.6391876689995,0.015255867001542356,233.0909554940008,[-0.4083333333333333],[0.3016666666666667],[1],[0],[0],[1.4622324800002389],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
137,0,137,[0.11333333333333333],[0.3333333333333333],[1],[0],[0],[1.0872003520016733],['target'],137,0,137,0,233.13305575599952,,10,233.11803249500008,233.13305575599952,233.13305575599952,0.02695275099904393,234.20582169800036,[0.11333333333333333],[0.3333333333333333],[1],[0],[0],[1.0872003520016733],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
138,0,138,[0.25333333333333335],[-0.06],[1],[0],[0],[1.2660595380002633],['target'],138,0,138,0,234.24870227800056,,10,234.23338686100033,234.24870227800056,234.24870227800056,0.027408519003074616,235.49986533999981,[0.25333333333333335],[-0.06],[1],[0],[0],[1.2660595380002633],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
139,0,139,[-0.2866666666666667],[0.06666666666666667],[1],[0],[0],[1.6089315809986147],['target'],139,0,139,0,235.54322405199855,,10,235.52785770099945,235.54322405199855,235.54322405199855,0.02782255399870337,237.1372331950006,[-0.2866666666666667],[0.06666666666666667],[1],[0],[0],[1.6089315809986147],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
140,0,140,[-0.2733333333333333],[-0.435],[1],[0],[0],[1.9450778589998663],['target'],140,0,140,0,237.1636480019988,,5,237.15189532099976,237.1636480019988,237.1636480019988,0.014366063998750178,239.09743434199845,[-0.2733333333333333],[-0.435],[1],[0],[0],[1.9450778589998663],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
141,0,141,[-0.115],[-0.315],[1],[0],[0],[1.319087159998162],['target'],141,0,141,0,239.12331079200158,,5,239.11166529600087,239.12331079200158,239.12331079200158,0.014095839000219712,240.4313148580004,[-0.115],[-0.315],[1],[0],[0],[1.319087159998162],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
142,0,142,[-0.165],[0.44333333333333336],[1],[0],[0],[2.3574135019989626],['target'],142,0,142,0,240.47632918499949,,10,240.46065632599857,240.47632918499949,240.47632918499949,0.029158696001104545,242.81844991899925,[-0.165],[0.44333333333333336],[1],[0],[0],[2.3574135019989626],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
143,0,143,[-0.3983333333333333],[0.345],[1],[0],[0],[1.2265996020032617],['target'],143,0,143,0,242.8434392470008,,5,242.83289804499873,242.8434392470008,242.8434392470008,0.014268720002291957,244.05991484400147,[-0.3983333333333333],[0.345],[1],[0],[0],[1.2265996020032617],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
144,0,144,[-0.075],[0.10833333333333334],[1],[0],[0],[1.1033133399978396],['target'],144,0,144,0,244.08563960500032,,5,244.07434600399938,244.08563960500032,244.08563960500032,0.01430268299736781,245.17812971700187,[-0.075],[0.10833333333333334],[1],[0],[0],[1.1033133399978396],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
145,0,145,[0.4033333333333333],[-0.051666666666666666],[1],[0],[0],[1.4527070969998022],['target'],145,0,145,0,245.20454975300163,,5,245.19276695200097,245.20454975300163,245.20454975300163,0.014513510999677237,246.64589733200046,[0.4033333333333333],[-0.051666666666666666],[1],[0],[0],[1.4527070969998022],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
146,0,146,[-0.48833333333333334],[-0.19833333333333333],[1],[0],[0],[1.311278723002033],['target'],146,0,146,0,246.69017372799863,,10,246.67355453900018,246.69017372799863,246.69017372799863,0.027515920999576338,247.9853078470005,[-0.48833333333333334],[-0.19833333333333333],[1],[0],[0],[1.311278723002033],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
147,0,147,[-0.45166666666666666],[0.14333333333333334],[1],[0],[0],[1.3381865459996334],['target'],147,0,147,0,248.02944064199983,,10,248.01363416599997,248.02944064199983,248.02944064199983,0.028165682997496333,249.35220139599915,[-0.45166666666666666],[0.14333333333333334],[1],[0],[0],[1.3381865459996334],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
148,0,148,[-0.2],[0.10333333333333333],[1],[0],[0],[1.9300272010004846],['target'],148,0,148,0,249.37881444999948,,5,249.3680196569985,249.37881444999948,249.37881444999948,0.01566640099918004,251.29842082200048,[-0.2],[0.10333333333333333],[1],[0],[0],[1.9300272010004846],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
149,0,149,[-0.4166666666666667],[-0.021666666666666667],[1],[0],[0],[1.9777660399995511],['target'],149,0,149,0,251.32519433299967,,5,251.31367020000107,251.32519433299967,251.32519433299967,0.015100095002708258,253.2918815180019,[-0.4166666666666667],[-0.021666666666666667],[1],[0],[0],[1.9777660399995511],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
150,0,150,[0.21833333333333332],[-0.09166666666666666],[1],[0],[0],[1.3600296980002895],['target'],150,0,150,0,253.31831527599934,,5,253.30643958099972,253.31831527599934,253.31831527599934,0.01442851599858841,254.66688684900146,[0.21833333333333332],[-0.09166666666666666],[1],[0],[0],[1.3600296980002895],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
151,0,151,[0.11],[-0.44],[1],[0],[0],[1.499186984001426],['target'],151,0,151,0,254.69233037899903,,5,254.6824203690012,254.69233037899903,254.69233037899903,0.015403858000354376,256.18224324100083,[0.11],[-0.44],[1],[0],[0],[1.499186984001426],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
152,0,152,[-0.4683333333333333],[-0.12333333333333334],[1],[0],[0],[1.405180547000782],['target'],152,0,152,0,256.2103877180016,,5,256.1988434949999,256.2103877180016,256.2103877180016,0.016421227002865635,257.60441064599945,[-0.4683333333333333],[-0.12333333333333334],[1],[0],[0],[1.405180547000782],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
153,0,153,[0.3466666666666667],[0.16166666666666665],[1],[0],[0],[1.2878200619998097],['target'],153,0,153,0,257.6309644549983,,5,257.62043847300083,257.6309644549983,257.6309644549983,0.015904886997304857,258.90865020899946,[0.3466666666666667],[0.16166666666666665],[1],[0],[0],[1.2878200619998097],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
154,0,154,[0.33166666666666667],[0.38666666666666666],[1],[0],[0],[1.5674101549993793],['target'],154,0,154,0,258.9344202300017,,5,258.92389819000164,258.9344202300017,258.9344202300017,0.015121459000511095,260.49182311000186,[0.33166666666666667],[0.38666666666666666],[1],[0],[0],[1.5674101549993793],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
155,0,155,[0.44166666666666665],[0.455],[1],[0],[0],[1.776531049003097],['target'],155,0,155,0,260.5230308300015,,5,260.51108242199916,260.5230308300015,260.5230308300015,0.019025844001589576,262.2880223659995,[0.44166666666666665],[0.455],[1],[0],[0],[1.776531049003097],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
156,0,156,[0.13666666666666666],[0.435],[1],[0],[0],[1.1856508089986164],['target'],156,0,156,0,262.3315418029997,,10,262.31621520599947,262.3315418029997,262.3315418029997,0.028066989998478675,263.50241077399915,[0.13666666666666666],[0.435],[1],[0],[0],[1.1856508089986164],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
157,0,157,[-0.44666666666666666],[-0.44],[1],[0],[0],[1.3746359910001047],['target'],157,0,157,0,263.5296434000011,,5,263.5175658619992,263.5296434000011,263.5296434000011,0.014970995998737635,264.8926597030004,[-0.44666666666666666],[-0.44],[1],[0],[0],[1.3746359910001047],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
158,0,158,[0.475],[-0.04833333333333333],[1],[0],[0],[1.2596320909979113],['target'],158,0,158,0,264.91835384300066,,5,264.90709650699864,264.91835384300066,264.91835384300066,0.014297265999630326,266.1671413820004,[0.475],[-0.04833333333333333],[1],[0],[0],[1.2596320909979113],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
159,0,159,[0.17666666666666667],[-0.4083333333333333],[1],[0],[0],[1.6908846180012915],['target'],159,0,159,0,266.21009671900174,,10,266.1946548390006,266.21009671900174,266.21009671900174,0.0273840250010835,267.8861467909992,[0.17666666666666667],[-0.4083333333333333],[1],[0],[0],[1.6908846180012915],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
160,0,160,[0.03333333333333333],[0.09166666666666666],[1],[0],[0],[2.9785974939986772],['target'],160,0,160,0,267.92941255500045,,10,267.9134533110009,267.92941255500045,267.92941255500045,0.0270286209997721,270.8924871240015,[0.03333333333333333],[0.09166666666666666],[1],[0],[0],[2.9785974939986772],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
161,0,161,[-0.39666666666666667],[0.17833333333333334],[1],[0],[0],[1.7358222610018856],['target'],161,0,161,0,270.91906577199916,,5,270.90779725099856,270.91906577199916,270.91906577199916,0.015154578002693597,272.6441648539985,[-0.39666666666666667],[0.17833333333333334],[1],[0],[0],[1.7358222610018856],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
162,0,162,[-0.28],[-0.28],[1],[0],[0],[1.457133387997601],['target'],162,0,162,0,272.6703035190003,,5,272.6592585620019,272.6703035190003,272.6703035190003,0.014965313999709906,274.1168626580002,[-0.28],[-0.28],[1],[0],[0],[1.457133387997601],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
163,0,163,[0.4033333333333333],[0.42],[1],[0],[0],[2.350722491999477],['target'],163,0,163,0,274.16132698599904,,10,274.1460491370017,274.16132698599904,274.16132698599904,0.029021649999776855,276.49730785499924,[0.4033333333333333],[0.42],[1],[0],[0],[2.350722491999477],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
164,0,164,[0.275],[-0.47],[1],[0],[0],[2.0209876879998774],['target'],164,0,164,0,276.5243236150018,,5,276.5127658749989,276.5243236150018,276.5243236150018,0.015303660002246033,278.53419687600035,[0.275],[-0.47],[1],[0],[0],[2.0209876879998774],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
165,0,165,[0.13666666666666666],[0.37833333333333335],[1],[0],[0],[1.7367690230021253],['target'],165,0,165,0,278.5779097049999,,10,278.56210842200016,278.5779097049999,278.5779097049999,0.027768632000515936,280.29938522500015,[0.13666666666666666],[0.37833333333333335],[1],[0],[0],[1.7367690230021253],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
166,0,166,[0.36],[-0.24333333333333335],[1],[0],[0],[1.6342249059998721],['target'],166,0,166,0,280.3421556450012,,10,280.32617216699873,280.3421556450012,280.3421556450012,0.02660741899671848,281.9608073550007,[0.36],[-0.24333333333333335],[1],[0],[0],[1.6342249059998721],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
167,0,167,[-0.21666666666666667],[-0.18333333333333332],[1],[0],[0],[1.2798904470000707],['target'],167,0,167,0,281.9877204059994,,5,281.9757433150007,281.9877204059994,281.9877204059994,0.014772806000109995,283.2561944359986,[-0.21666666666666667],[-0.18333333333333332],[1],[0],[0],[1.2798904470000707],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
168,0,168,[0.225],[-0.38333333333333336],[1],[0],[0],[1.6664903390010295],['target'],168,0,168,0,283.30041076999987,,10,283.2843961110011,283.30041076999987,283.30041076999987,0.028079640000214567,284.9514105140006,[0.225],[-0.38333333333333336],[1],[0],[0],[1.6664903390010295],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
169,0,169,[0.19333333333333333],[-0.325],[1],[0],[0],[1.0367948329985666],['target'],169,0,169,0,285.06987146900065,,10,285.05397464600173,285.06987146900065,285.06987146900065,0.10240112000246882,286.0911952009992,[0.19333333333333333],[-0.325],[1],[0],[0],[1.0367948329985666],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
170,0,170,[-0.295],[-0.295],[1],[0],[0],[1.612792805000936],['target'],170,0,170,0,286.1346028000007,,10,286.11876915099856,286.1346028000007,286.1346028000007,0.027419463000114774,287.7320571329983,[-0.295],[-0.295],[1],[0],[0],[1.612792805000936],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
171,0,171,[0.21833333333333332],[-0.13166666666666665],[1],[0],[0],[1.1851499990007142],['target'],171,0,171,0,287.75724882600116,,5,287.7466676699987,287.75724882600116,287.75724882600116,0.014457199999014847,288.93245246600054,[0.21833333333333332],[-0.13166666666666665],[1],[0],[0],[1.1851499990007142],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
172,0,172,[0.22833333333333333],[-0.41],[1],[0],[0],[1.492931435997889],['target'],172,0,172,0,288.95781692400124,,5,288.94664987299984,288.95781692400124,288.95781692400124,0.014029685000423342,290.4399850359987,[0.22833333333333333],[-0.41],[1],[0],[0],[1.492931435997889],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
173,0,173,[-0.23166666666666666],[0.14166666666666666],[1],[0],[0],[1.190134857002704],['target'],173,0,173,0,290.4656650190009,,5,290.4542218380011,290.4656650190009,290.4656650190009,0.014112439999735216,291.6448949650003,[-0.23166666666666666],[0.14166666666666666],[1],[0],[0],[1.190134857002704],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
174,0,174,[-0.36333333333333334],[0.15833333333333333],[1],[0],[0],[1.4224620850000065],['target'],174,0,174,0,291.67106266300107,,5,291.6595754400005,291.67106266300107,291.67106266300107,0.014554976998624625,293.08248208700024,[-0.36333333333333334],[0.15833333333333333],[1],[0],[0],[1.4224620850000065],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
175,0,175,[-0.2783333333333333],[0.18333333333333332],[1],[0],[0],[1.241520865001803],['target'],175,0,175,0,293.12544601899936,,10,293.1102620700003,293.12544601899936,293.12544601899936,0.027648326999042183,294.3521619989988,[-0.2783333333333333],[0.18333333333333332],[1],[0],[0],[1.241520865001803],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
176,0,176,[-0.26],[0.07166666666666667],[1],[0],[0],[1.2944255859983969],['target'],176,0,176,0,294.37826071699965,,5,294.3672942839985,294.37826071699965,294.37826071699965,0.014980101001128787,295.66220933300065,[-0.26],[0.07166666666666667],[1],[0],[0],[1.2944255859983969],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
177,0,177,[-0.195],[0.041666666666666664],[1],[0],[0],[1.0835919300006935],['target'],177,0,177,0,295.70582491299865,,10,295.6899570780006,295.70582491299865,295.70582491299865,0.027619660999334883,296.7739572800019,[-0.195],[0.041666666666666664],[1],[0],[0],[1.0835919300006935],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
178,0,178,[-0.39666666666666667],[-0.37166666666666665],[1],[0],[0],[2.022757795999496],['target'],178,0,178,0,296.8182592480007,,10,296.8029180150006,296.8182592480007,296.8182592480007,0.028798642997571733,298.8262757070006,[-0.39666666666666667],[-0.37166666666666665],[1],[0],[0],[2.022757795999496],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
179,0,179,[0.056666666666666664],[-0.0016666666666666668],[1],[0],[0],[2.5497327289995155],['target'],179,0,179,0,298.8742948149993,,10,298.8580913440019,298.8742948149993,298.8742948149993,0.03156073900026968,301.4082488749991,[0.056666666666666664],[-0.0016666666666666668],[1],[0],[0],[2.5497327289995155],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
180,0,180,[-0.37666666666666665],[0.4666666666666667],[1],[0],[0],[3.703253882998979],['target'],180,0,180,0,301.45227318699835,,10,301.43606053799886,301.45227318699835,301.45227318699835,0.027651964999677148,305.1397538909987,[-0.37666666666666665],[0.4666666666666667],[1],[0],[0],[3.703253882998979],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
181,0,181,[0.10333333333333333],[-0.245],[1],[0],[0],[1.6866199219984992],['target'],181,0,181,0,305.1659712469991,,5,305.15431055799854,305.1659712469991,305.1659712469991,0.014395858997886535,306.84133160499914,[0.10333333333333333],[-0.245],[1],[0],[0],[1.6866199219984992],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
182,0,182,[-0.008333333333333333],[0.056666666666666664],[1],[0],[0],[1.4257433909988322],['target'],182,0,182,0,306.8662065390017,,5,306.85501745000147,306.8662065390017,306.8662065390017,0.01356276500155218,308.2811852720006,[-0.008333333333333333],[0.056666666666666664],[1],[0],[0],[1.4257433909988322],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
183,0,183,[-0.06166666666666667],[0.08166666666666667],[1],[0],[0],[0.8924086330007412],['target'],183,0,183,0,308.30662211800154,,5,308.2955713939991,308.30662211800154,308.30662211800154,0.01425485999789089,309.1883695590004,[-0.06166666666666667],[0.08166666666666667],[1],[0],[0],[0.8924086330007412],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
184,0,184,[0.37166666666666665],[-0.23666666666666666],[1],[0],[0],[2.175346800002444],['target'],184,0,184,0,309.23370231399895,,10,309.2178897769991,309.23370231399895,309.23370231399895,0.029384612000285415,311.39367572300034,[0.37166666666666665],[-0.23666666666666666],[1],[0],[0],[2.175346800002444],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
185,0,185,[-0.12333333333333334],[-0.36666666666666664],[1],[0],[0],[1.419506542999443],['target'],185,0,185,0,311.4186224389996,,5,311.40765083099905,311.4186224389996,311.4186224389996,0.013832485001330497,312.8276362309989,[-0.12333333333333334],[-0.36666666666666664],[1],[0],[0],[1.419506542999443],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
186,0,186,[0.0],[0.31333333333333335],[1],[0],[0],[2.3501305299978412],['target'],186,0,186,0,312.87114108400056,,10,312.855235518,312.87114108400056,312.87114108400056,0.027465006001875736,315.2059949700015,[0.0],[0.31333333333333335],[1],[0],[0],[2.3501305299978412],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
187,0,187,[-0.5116666666666667],[-0.3566666666666667],[1],[0],[0],[2.3702356680005323],['target'],187,0,187,0,315.2499599900002,,10,315.2344964490003,315.2499599900002,315.2499599900002,0.028261526000278536,317.6055167679988,[-0.5116666666666667],[-0.3566666666666667],[1],[0],[0],[2.3702356680005323],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
188,0,188,[-0.215],[-0.12666666666666668],[1],[0],[0],[1.561425602001691],['target'],188,0,188,0,317.6526708400015,,10,317.63645793899923,317.6526708400015,317.6526708400015,0.030690630999743007,319.19833484300034,[-0.215],[-0.12666666666666668],[1],[0],[0],[1.561425602001691],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
189,0,189,[-0.32],[-0.20333333333333334],[1],[0],[0],[3.0923960840009386],['target'],189,0,189,0,319.2249453980003,,5,319.21358468900144,319.2249453980003,319.2249453980003,0.015096242001163773,322.30639538000105,[-0.32],[-0.20333333333333334],[1],[0],[0],[3.0923960840009386],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
190,0,190,[0.14666666666666667],[0.14666666666666667],[1],[0],[0],[1.309933437001746],['target'],190,0,190,0,322.33199998499913,,5,322.32087126400074,322.33199998499913,322.33199998499913,0.014344705999974394,323.63127126900145,[0.14666666666666667],[0.14666666666666667],[1],[0],[0],[1.309933437001746],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
