stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0.5,4.0,96.03657368999848,,96.03293406800367,96.03657368999848,96.53084446800494,96.53084446800494,96.53723993099993,96.81963607000216,97.2652497980016,left,-4.0,1,1,0.7256540749949636,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
84,0.5,3.5,97.26910859499912,,97.2654599400048,97.26910859499912,97.7637679440013,97.7637679440013,97.7637679440013,98.05168782100372,98.2053190190054,right,3.5,1,1,0.4358866339971428,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
85,0.5,3.5,98.21416808199865,,98.20558845400228,98.21416808199865,98.70270954300213,98.70270954300213,98.70270954300213,98.99763110800268,99.39954905600462,right,3.5,1,1,0.6859589390005567,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
86,0.5,3.5,99.403692382999,,99.3997949830009,99.403692382999,99.89713196900266,99.89713196900266,99.89713196900266,100.18613508099952,100.48318100000324,left,-3.5,1,1,0.5762609169978532,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
87,0.5,3.0,100.48708622200502,,100.48341118299868,100.48708622200502,100.98085864099994,100.98085864099994,100.987111456001,101.26888082700316,101.63257769300253,left,-3.0,1,1,0.6419739830016624,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
88,0.5,3.0,101.63624084400362,,101.63276179900276,101.63624084400362,102.13120408000395,102.13120408000395,102.13120408000395,102.42001247300504,102.71998482200434,right,3.0,1,1,0.5847949949966278,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
89,0.5,3.0,102.73028350100503,,102.72022720400128,102.73028350100503,103.21377215399843,103.21377215399843,103.21984196700214,103.50319890000537,103.68947507000121,left,-3.0,1,1,0.46943733399530174,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
90,0.5,2.5,103.69672742600233,,103.6897248450041,103.69672742600233,104.1859629640021,104.1859629640021,104.1859629640021,104.48537772800046,104.74965838000207,right,2.5,1,1,0.5552099350024946,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
91,0.5,2.5,104.75402010200196,,104.74990102399897,104.75402010200196,105.24728798900469,105.24728798900469,105.25373345700064,105.53506788099912,105.9390229710043,right,2.5,1,1,0.6881984560022829,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
92,0.5,2.5,105.94647397100198,,105.93922682999982,105.94647397100198,106.43623784200463,106.43623784200463,106.43623784200463,106.73078115800308,107.05580889900011,left,-2.5,1,1,0.6152407010013121,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
93,0.5,2.0,107.06336356700194,,107.05606433399953,107.06336356700194,107.55328121699858,107.55328121699858,107.55328121699858,107.84724197600008,108.46630135900341,right,2.0,1,1,0.9013622670026962,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
94,0.5,2.0,108.47030928399909,,108.4665474420035,108.47030928399909,108.96413963899977,108.96413963899977,108.97012169600202,109.25267298600374,109.59923795800569,right,2.0,1,1,0.6267401120057912,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
95,0.5,2.0,109.60310702300194,,109.59947722400102,109.60310702300194,110.09723927400046,110.09723927400046,110.10345712600247,110.38578336800128,110.97281781600032,right,2.0,1,1,0.87045775000297,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
96,0.5,1.5,110.98086877700553,,110.97306966999895,110.98086877700553,111.46918931200344,111.46918931200344,111.46918931200344,111.76380925199919,111.98857499199949,right,1.5,0,0,0.5158717219965183,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
97,0.5,2.0,111.99727651900321,,111.98882544100343,111.99727651900321,112.48609678900539,112.48609678900539,112.48609678900539,112.78032828400319,113.40483266799856,left,-2.0,1,1,0.913098352997622,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
98,0.5,2.0,113.41333743300493,,113.40504306700313,113.41333743300493,113.90246280200518,113.90246280200518,113.90246280200518,114.19656946200121,114.57189627800108,left,-2.0,1,1,0.6637836160007282,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
99,0.5,2.0,114.5802916850007,,114.57216348600195,114.5802916850007,115.06957297200279,115.06957297200279,115.06957297200279,115.36846329800028,115.79903172200284,right,2.0,1,1,0.7181490119983209,794988,001,2024-09-11_12h43.54.456,adaptive_staircase,2024.2.1,110.98429306298745,2024-09-11 12h43.59.821273 +0530,
