thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
47,0,47,[-0.17222222222222222],[-0.03222222222222222],[1],[0],[0],[1.0884473829974013],['target'],47,0,47,0,72.04325709299883,,5,72.03164236800149,72.04325709299883,72.04325709299883,0.018314450997422682,73.12074608599869,[-0.17222222222222222],[-0.03222222222222222],[1],[0],[0],[1.0884473829974013],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
48,0,48,[-0.2511111111111111],[-0.15555555555555556],[1],[0],[0],[1.7983436499998788],['target'],48,0,48,0,73.148312841,,5,73.13618835500165,73.148312841,73.148312841,0.015250617998390226,74.93503615400186,[-0.2511111111111111],[-0.15555555555555556],[1],[0],[0],[1.7983436499998788],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
49,0,49,[-0.35333333333333333],[-0.09555555555555556],[1],[0],[0],[1.1763802800014673],['target'],49,0,49,0,74.96303078900019,,5,74.95128538000063,74.96303078900019,74.96303078900019,0.01607213700117427,76.12825760800115,[-0.35333333333333333],[-0.09555555555555556],[1],[0],[0],[1.1763802800014673],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
50,0,50,[0.3022222222222222],[0.43666666666666665],[1],[0],[0],[1.8477710520019173],['target'],50,0,50,0,76.15602529800162,,5,76.1448279819997,76.15602529800162,76.15602529800162,0.01639117399827228,77.99346811199939,[0.3022222222222222],[0.43666666666666665],[1],[0],[0],[1.8477710520019173],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
51,0,51,[0.41333333333333333],[-0.2911111111111111],[1],[0],[0],[1.5786143069999525],['target'],51,0,51,0,78.02501581199976,,5,78.0137334050014,78.02501581199976,78.02501581199976,0.020015406000311486,79.59298661399953,[0.41333333333333333],[-0.2911111111111111],[1],[0],[0],[1.5786143069999525],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
52,0,52,[0.10444444444444445],[0.3388888888888889],[1],[0],[0],[1.3558319739968283],['target'],52,0,52,0,79.62388106700018,,5,79.61154030300168,79.62388106700018,79.62388106700018,0.018354746000113664,80.9679743279994,[0.10444444444444445],[0.3388888888888889],[1],[0],[0],[1.3558319739968283],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
53,0,53,[0.15],[0.16444444444444445],[1],[0],[0],[1.1725336560011783],['target'],53,0,53,0,81.01127168400126,,10,80.99620716799836,81.01127168400126,81.01127168400126,0.027972908999799984,82.1694838020012,[0.15],[0.16444444444444445],[1],[0],[0],[1.1725336560011783],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
54,0,54,[0.025555555555555557],[0.45222222222222225],[1],[0],[0],[1.278487956002209],['target'],54,0,54,0,82.21336910800164,,10,82.19708608099972,82.21336910800164,82.21336910800164,0.027301664002152393,83.47619951399975,[0.025555555555555557],[0.45222222222222225],[1],[0],[0],[1.278487956002209],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
55,0,55,[0.21888888888888888],[0.06],[1],[0],[0],[0.9586877770016144],['target'],55,0,55,0,83.52650172499852,,10,83.51097948100141,83.52650172499852,83.52650172499852,0.03444596199915395,84.47037392999846,[0.21888888888888888],[0.06],[1],[0],[0],[0.9586877770016144],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
56,0,56,[-0.01888888888888889],[0.006666666666666667],[1],[0],[0],[2.9104081810000935],[None],56,0,56,0,84.51811696799996,,10,84.50059878200045,84.51811696799996,84.51811696799996,0.029962863998662215,87.41148552300001,[-0.01888888888888889],[0.006666666666666667],[1],[0],[0],[2.9104081810000935],[None],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
57,0,57,[-0.38555555555555554],[-0.3622222222222222],[1],[0],[0],[1.5337154299995746],['target'],57,0,57,0,87.43841415100178,,5,87.42681407700002,87.43841415100178,87.43841415100178,0.015141528001549887,88.96095229099956,[-0.38555555555555554],[-0.3622222222222222],[1],[0],[0],[1.5337154299995746],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
58,0,58,[-0.43666666666666665],[-0.08777777777777777],[1],[0],[0],[1.4015432250016602],['target'],58,0,58,0,88.98830474799979,,5,88.97620459400059,88.98830474799979,88.98830474799979,0.015067383999848971,90.37821640100083,[-0.43666666666666665],[-0.08777777777777777],[1],[0],[0],[1.4015432250016602],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
59,0,59,[0.1988888888888889],[0.04777777777777778],[1],[0],[0],[1.38617732000057],['target'],59,0,59,0,90.4218253709987,,10,90.40649773300174,90.4218253709987,90.4218253709987,0.028120999999373453,91.79317088799871,[0.1988888888888889],[0.04777777777777778],[1],[0],[0],[1.38617732000057],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
60,0,60,[-0.16555555555555557],[-0.03666666666666667],[1],[0],[0],[1.2987558400018315],['target'],60,0,60,0,91.83621902899904,,10,91.82062576799945,91.83621902899904,91.83621902899904,0.027245629997196374,93.12006720700083,[-0.16555555555555557],[-0.03666666666666667],[1],[0],[0],[1.2987558400018315],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
61,0,61,[0.5022222222222222],[0.3377777777777778],[1],[0],[0],[1.5204756429993722],['target'],61,0,61,0,93.16405724099968,,10,93.14795735000007,93.16405724099968,93.16405724099968,0.027706153003236977,94.66919676800171,[0.5022222222222222],[0.3377777777777778],[1],[0],[0],[1.5204756429993722],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
62,0,62,[0.2577777777777778],[-0.4288888888888889],[1],[0],[0],[1.4428369849993032],['target'],62,0,62,0,94.71409861700158,,10,94.69814337400021,94.71409861700158,94.71409861700158,0.028662618999078404,96.14167358100167,[0.2577777777777778],[-0.4288888888888889],[1],[0],[0],[1.4428369849993032],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
